Author,Title,Citation,PlaceofPublication,Publisher_Printer,YearOfPublications,PresumedGender,BirthCountry,Language(Original),LanguageofTranslation,Date-Travel_Begin,Date-Travel_End,Calendar-Conversion-Dates,Century,DecadeMaterialCovers,Latitude,Longitude,PlaceDescribed,Place-ModernName,Country,Region,Continent,TranscriptionofDescription,Pages,Graphic,Page_Graphic,Repository,URI
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 236-8.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,39.1244,-84.5173,Cincinnati,"Cincinnati, Ohio",United States of America,Northern America,North America,"Cincinnati, founded in 1788, and consequently a little under a century old, is certainly the most picturesque of the great cities of America; it is situated on the Ohio River, at this point about twice as broad as the Thames at Hungerford Bridge; its waters, yellow as those of the Tiber, here separating the State of Ohio from the adjoining one of Kentucky. On the Kentucky side of the river opposite Cincinnati, and connected with it by a magnificent iron suspension bridge 2,250 feet in length, the span between the towers being over 1,000 feet, are the cities of Covington and Newport. The view from the surrounding hills, of the three cities and the winding river, is very fine. Cincinnati is built on two terraces, rising one above the other, at a good elevation above the river; and being entirely surrounded by hills on three sides, thus lies in an amphitheatre; and this position gives it a picturesque variety of scenery, the want of which is so apparent in the majority of the large American cities. It is regularly laid out, the streets being broad, well paved, and crossing one another at right angles; although they are not as clean as they might be. This, by the way, is a failing common to all the cities of the Western States. The business portion of Cincinnati is compactly built, the buildings being for the most part of a dark freestone, which gives them a substantial appearance; the private residences are situated on the upper terrace, and on the hills in rear of the city. Fourth street is the fashionable promenade, and contains the finest shops. In Pearl street are the principal wholesale warehouses; and these being generally uniform high stone buildings, have a very imposing appearance. Third street contains the banks and insurance offices. There are, besides, many fine streets with beautiful private residences. A prominent feature in the city, is the beautiful Tyler-Davidson Fountain, erected at a cost, it is said, of £440,000, by Mr. Davidson, and by him presented to the citizens. It is of bronze, of exquisite workmanship; but it was cast in Munich, and though creditable alike in design and execution, it certainly cannot be regarded as a specimen of American art. The population of Cincinnati now approaches a quarter of a million of inhabitants, a third of which are either German or of German parentage, and occupy a portion of the city north of the Miami Canal, or the Rhine as they have re-named it. Crossing this canal, one finds oneself in seemingly quite a different country; no other language but German being heard, and the general appearance of the houses, and more especially of the numerous beer gardens, reminding one forcibly of the Fatherland. The Government buildings do not call for special mention; the County Court House being the only one with any pretensions to architectural design, but there are several very excellent charitable institutions, amongst which the Cincinnati Hospital and the Longview Asylum for the Insane are prominent. The city too is particularly well provided with firstclass educational establishments, many of them of a very high order. The principal church edifice in the city, is the Roman Catholic Cathedral of St. Peter, a fine building in pure Grecian style with a high spire, and a portico supported upon ten columns.",236-8,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 239-41.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,38.2341,-85.7555,Louisville,"Louisville, Kentucky",United States of America,Northern America,North America,"From Cincinnati I proceeded down the Ohio to Louisville. The view from the steamer on starting was very fine; on the one side the city rose, terrace above terrace, towards the hill-tops, which, covered with villa residences, and vineyards, formed a beautiful semi-circular background; whilst on the other side lay the twin cities of Covington and Newport, nestling at the foot of the Kentucky Hills. The river scenery is uninteresting; towns being at great distances apart, and separated by large tracts of virgin woodland, or plains, which have a great sameness, and tend to make the trip monotonous. The land on the upper Ohio, above Cincinnati, is said to be under cultivation, and to be of a more diversified character, with pretty homely scenery. Below Cincinnati, the river, which had hitherto formed the boundary between the States of Ohio, and Kentucky, makes a sudden bend, and becomes the dividing line between the States of Indiana and Kentucky. Lawrenceburg and Aurora passed by the steamer are flourishing little towns in Indiana, and have a rather considerable shipping trade. Big-Bone Lick on the Kentucky side, is so called from a quantity of mastodon bones having here been found. Carrollton stands at the junction with the Ohio of the Kentucky river, which is navigable for about 200 miles, and possesses very picturesque scenery. Madison one of the principal cities in Indiana presents a very imposing appearance from the river; it is well built and is a place of importance, having a large commerce. Approaching Louisville the view becomes very fine; the river, here about a mile wide, is crossed by an immense bridge, which connects the Northern and Southern railway systems; whilst the view of Louisville on the one side, and of Jeffersonville on the other, is really imposing. Louisville, the chief city of Kentucky, is situated on a plain surrounded by hills, on the Ohio, near the junction with that river of the Bear-Grass creek. Opposite the city are the falls of the Ohio, which are very picturesque, being a succession of small cataracts, extending right across the river, but which disappear when the water is high. To prevent the navigation of the Ohio from being impeded when its waters are low a canal has been constructed round the falls, at great cost, to a place called Shippingport. The city covers an area of thirteen square miles, with a frontage to the river of three miles, and is laid out with great regularity; the streets being straight, wide, well-paved, and shaded by fine trees, but like those of Cincinnati they might with advantage be kept cleaner.",239-41,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 242-4.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,38.6352,-90.2345,Saint Louis,"Saint Louis, Missouri",United States of America,Northern America,North America,"St. Louis, the metropolis of the West, and the chief city of the State of Missouri, is situated on the Mississippi River, about twenty miles below its confluence with the Missouri, and 170 miles above its junction with the Ohio. Its position is unrivalled; situated on a river, that, with its tributaries commands half the traffic of the whole country; in close proximity to enormous tracts of the best agricultural land, and to almost boundless forests of fine timber; with inexhaustible resources in its coal and iron deposits; there would appear to be no limit to the future greatness of this city. Its progress hitherto has been so rapid, equalled only by that of its great rival Chicago, that it seems destined in time to become, the greatest of American cities....St. Louis is built on three terraces, rising one above the other from the water's edge, and is, in spite of its smoke, and dust, one of the finest cities in America. It extends along the river for a distance of eleven miles, and covers an area of 21 square miles; the business portion being densely built, and the whole river-front embanked, and forming a Levee, as wharves are called in America. Built for the most part of stone, the city has a very substantial appearance, and is laid out with great regularity, the streets near the river running parallel with it and further back, being at right angles to those that cross them.The streets running north and south, or parallel with the river, are numbered First, Second, Third, etc.; those extending from east to west have mostly pomological names; and the houses, being all numbered on the Philadelphia plan, it is easy to calculate one's distance from Market street, the centre of the city, or from the Levee. Front street extending the whole length of the Levee, contains fine blocks of warehouses, and together with First and Second streets, is the centre of the wholesale trade of the city. Fourth street is the principal promenade, and in it are the finest shops; whilst the private residences are in the avenues, and in Pine, Olive, and Locust streets.",242-4,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 251-2.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,37.0071,-89.176,Cairo,"Cairo, Illinois",United States of America,Northern America,North America,"We soon aproached the city of Cairo, which is situated on the Ohio, just above its junction with the Mississippi. Cairo is built on a bank of slimy mud. As the steamer approached the desolate embankment, which seemed the only barrier between the low land on which the town is built and the waters of the great river rising above it, it certainly was difficult to imagine that sane men, even though they be speculators, could have fixed upon such a spot, on which to place the site of a city—an emporium of trade and commerce. The town itself is a collection of brick houses and wooden shanties, and the streets are rendered almost impassable by mud. A more desolate-looking place cannot be conceived. Surely Dickens must have had Cairo in mind, when he described the flourishing town of Eden.",251-2,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 253-4.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,35.1459,-90.0408,Memphis,"Memphis, Tennessee",United States of America,Northern America,North America,"The next day we reached Memphis, in the State of Tennessee, 420 miles below St. Louis. This flourishing new city stands on a yellow bluff, thirty feet above the highest floods, and is already a place of much importance. It extends for several miles along the high banks of the river, though it does not run far back. The streets are at right angles to the principal thoroughfares, which are parallel to the river. In the centre of the town is a green square planted with trees, which seems a place of great resort by the citizens. The lofty stores and warehouses, the rows of shops on the broad street along the river, and the number and size of the public and private edifices, attest the results of the development of commerce created in a great measure by the Mississippi. Memphis is the outlet of a large cotton district, and exports 400,000 bales annually. It has fine public buildings and hotels, a theatre, eighteen churches, two medical colleges, five daily and three weekly newspapers, besides numerous banks and insurance offices. It is connected by railway with New Orleans, Charleston, Louisville, and Little Rock; and possesses foundries and manufactories of boilers and machinery. Its population is estimated at something over 30,000. During the War of Secession it fell into the hands of the Federal forces after the fall of Island No. 10, in 1862, and was the base of military operations for the capture of Vicksburg. Memphis is a wonderful place, and impressed me with the idea of progress more than any other place in the States. I was perplexed and amused by the mixture of whites, negroes, and of the semi savage, degraded by his contact with the white man; by the contrast between the gigantic steamer and the “dug-out” of the black man, which are to be seen in close proximity on the river; by the roll of heavily-laden drays and the rattle of cars in the streets, and at all the phenomena of active commercial life, being included in the same scope of vision that takes in, at the other side of the Mississippi, lands scarcely yet settled, and some that remain in the same state as they were centuries ago.",253-4,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 255-6.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,32.3164,-90.889,Vicksburg,"Vicksburg, Mississippi",United States of America,Northern America,North America,"The next day we reached Vicksburg, which is about 400 miles distant from New Orleans and 120 from Natchez, and which stands on a high bluff of yellow clay on the left bank of the river. Seen from the river with the remains of its great earth-works, and with the Court House and the spire of the Roman Catholic Church on the highest points, Vicksburg has a somewhat imposing and even picturesque appearance. Vicksburg is the largest town, though not the capital of the State of Mississippi, and its exports of cotton before the war amounted to 100,000 bales per annum. It was strongly fortified in 1862 and provided with a numerous garrison. In January 1863 it was attacked by the Federal naval force from Memphis and New Orleans, but without success. In April 1863 a naval attack was combined with the land forces under General Grant, who defeated General Pemberton near Jackson, cut off supplies and reinforcements for the garrison, and with a close siege and continual assaults compelled a surrender on July 4th 1863, with 30,000 prisoners, 200 cannon, and 70,000 stand of arms. From the natural strength and importance of its position Vicksburg has often been called the “Quebec of the Mississippi,” but the town itself is miserable, the streets for the most part being unpaved, and the buildings irregular, and generally constructed of wood or brick. From the terrace of the Court House, the view of the river, and of the vast tracts of forest, extending as far as the eye can reach, is, however, very fine. A little above the town, situated on a hill that slopes gently down to the river, is a cemetery in which repose the bodies of more than 30,000 Federal soldiers, an awful memorial of that terrible fratricidal war, called by some Americans “a little family quarrel.” Vicksburg is a place of much commercial importance and contains about 10,000 inhabitants.",255-6,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 258-260.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,29.9467,-90.072,New Orleans,"New Orleans, Louisana",United States of America,Northern America,North America,"New Orleans the political and commercial metropolis of the State of Louisiana, is situated on both sides of the Mississippi, but principally on the left, about 100 miles above its mouth. Though large, it is anything but a fine city, being built on the alluvial banks of the river, on ground lower than the high-water level, and only protected from inundations by a levee or embankment of earth, four feet high and fifteen feet wide, that extends for a great distance on both sides of the river, and forms a pleasant promenade in the winter months. The water that percolates through this embankment and the natural drainage is conducted by open gutters, which run through the streets, into a swamp that lies between the city and Lake Pontchartrain, three miles distant. There is always the danger of the Mississippi making a breach in the embankment and pouring its waters into the city; besides which, Lake Pontchartrain has a nasty habit of backing up and inundating it, after the prevalence of certain winds. Thus New Orleans is unpleasantly situated between two waters; and the soil is so full of moisture that no excavations can be made. The largest buildings have no cellars below the surface; and in the cemeteries there are no graves, the dead being placed in tombs above ground. The older part of New Orleans is built within a great bend of the river, from which circumstance it derives its name of the “Crescent City.” It has however long ago overstepped its original limits, and now extends for a distance of about twelve miles along the river bank, presenting an outline somewhat like the letter S....The streets of New Orleans are very wide and handsome in appearance, though only the principal of them are paved. Those parallel with the river extend in an unbroken line, for a distance of about twelve miles; those at right angles to them, that run from the river to the lake, are also very regular. The streets that are not paved, are simply quagmires: in winter they are not practicable at all, and even in summer the dust makes them almost impassable. The open gutters form a bad feature of the streets of New Orleans; these have very steep sides, and are crossed at street comers by small bridges, consisting of single stones, and allowing two persons only to cross at a time.",258-260,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 266-7.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,30.1749,-90.0697,Lake Pontchartrain,Lake Pontchartrain,United States of America,Northern America,North America,"Leaving New Orleans by the Pontchartrain railway, I found myself within an hour on the steamer proceeding down Lake Pontchartrain, en route for Mobile. This lake is distant about five miles from New Orleans; its muddy waters teem with fine fish, and are covered with game of all kinds; it is forty miles long, twenty-five miles wide, and from sixteen to twenty feet deep. The shores are covered with dense forests of fine timber, chiefly pine and cypress, and abound with deer. The trip was somewhat monotonous, until we entered the channel called the Rigolettes, and passed Fort Pike, when the scenery became a little more diversified.",266-7,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 267-8.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,30.6931,-88.0445,Mobile,"Mobile, Alabama",United States of America,Northern America,North America,"Mobile, known also as the “Gulf City,” is the largest town and the only seaport in the State of Alabama; and is situated on the Mobile River, thirty miles distant from the Gulf of Mexico, in the midst of a sandy plain, bounded at the distance of a few miles by high hills. Though regularly laid out, with well-paved and delightfully shaded streets, I should say it is one of the dirtiest and most dismal towns in America. Government street however, the principal promenade, is a fine thoroughfare shaded by grand oaks, and containing many handsome private residences with beautiful gardens. There is too a public square, its walks well shaded by fine trees, that is also a nice feature of the town, and tends to modify its general dreariness. The only building in Mobile that calls for special mention is the Custom House, which also contains the Post Office; this is a handsome edifice built of granite. The City now contains a population of 40,000 and its principal business consists in the shipment of cotton, of which staple 350,000 bales are annually exported. There are also a few foundries and machine shops and other industries in the town.",267-8,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 270-1.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,32.0625,-81.1027,Savannah,"Savannah, Georgia",United States of America,Northern America,North America,"Savannah is without doubt the handsomest city in the South and perhaps in the whole of the States; for it is embowered in the luxuriant foliage of orange-trees, bananas, magnolias, stately palmettos, flowering oleanders, pomegranates, myrtles, bay and laurel trees. The private residences have mostly beautiful gardens, which are in constant bloom, and the city itself is laid out very regularly, the streets being wide, well-shaded, and crossing one another at right angles. A charming feature of Savannah too is the number of squares or greens at the intersection of the principal streets. These squares, twentyfour in number, vary in extent from two to three acres, and being situated equi-distant from one another, laid out in walks, and planted with evergreens and ornamental trees, assist materially in giving to the city, that appearance of tropical luxuriance of vegetation, that constitutes its great beauty. The position of Savannah, from a commercial point of view is very good. It is situated on the Savannah River, about eighteen miles above the point where it empties itself into the Atlantic; and it has become the second port in the States for the shipment of cotton. Its river-front is in the form of a crescent, extending a distance of about three miles, and all the large warehouses are here built on a narrow strip of land, that intervenes between the wharves on the river-front and the base of a steep bluff; thus their uppermost windows in the rear overlook a sandy plain on the top of this bluff, planted with rows of trees, which, under the name of “the Bay,” is the great commercial mart of the city.",270-1,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 273-5.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,32.8055,-79.9455,Charleston,"Charleston, South Carolina",United States of America,Northern America,North America,"Charleston is situated on a narrow spit of land formed by the junction of the Ashley and Cooper Rivers, at the point where they enter the sea; it thus possesses three water frontages. It is now the principal city in South Carolina in size and commercial importance, and contains over 50,000 inhabitants. It is, for America, an old city, having been settled by an English colony in 1679. It played an important part in the Revolution, which obtained for the States their independence, and also in the first stages of Southern secession, the cause of the late civil war. The Harbour is an estuary about seven miles in length, extending to the Atlantic; it is almost land-locked, the entrance being only a mile in width. It is protected by strong batteries, the principal of which are Fort Moultrie, Fort Sumter, and Castle Pinckey; the former being situated on Sullivan's Island, at the entrance to the harbour on the right. Fort Sumter is now in ruins, and forms a picturesque feature of the harbour view; it is built on a shoal on the left side of the entrance, and commands the channel by which vessels enter. Castle Pinckey, covering the crest of a mud bank, is immediately in front of the town, being distant from it about a mile, and directly facing the entrance. It was here that open hostilities first commenced in the late war, when Fort Sumter was bombarded by the Confederates, who compelled the Federal garrison to surrender; and for a long time afterwards these fortifications were one of the chief points of Federal attack, Charleston is built on low flat land; extends a distance of three miles from north to south, and is laid out with some degree of regularity. There is no uniformity in the buildings, but the absence of regularity in this respect is more than compensated for, by the greater diversity; and as the houses are mostly detached, quaint in appearance, and surrounded by gardens containing the grand oaks, magnolias, and that luxuriant vegetation peculiar to the South; the town has a most picturesque appearance. Charleston suffered very much during the civil war, but since then, such progress has been made in the work of rebuilding, that it now shows but few traces of the great damage it sustained. King street is the principal thoroughfare and contains the best shops. In Meeting street are the warehouses in which the wholesale trade of the city is conducted, and the Banks and Insurance Offices are located in Broad street. The prettiest feature of Charleston, is a fine promenade called the Battery, situated at the water's edge, and surrounded by the best private residences. From it a magnificent view of the harbour is obtained. The country to the north of the city is very beautiful, and the drives in that direction along the banks of the Ashley and Cooper Rivers are most enjoyable, passing as they do, through rich tropical shrubbery.",273-5,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
Alfred Falk,Trans-Pacific Sketches: A Tour through the United States and Canada,"Alfred Falk, Trans-Pacific Sketches: A Tour through the United States and Canada (Melbourne: George Robertson, 1877), 278-80.",Melbourne,George Robertson,1877,Male,England,English,,,1877-XX-XX,,19th century,1870s,37.5423,-77.4397,Richmond,"Richmond, Virginia",United States of America,Northern America,North America,"Richmond the chief city and political metropolis of Virginia, and during the civil war the capital of the Southern Confederacy, is situated on the James River, about 100 miles by water from Chesapeake Bay. During the war, great importance was attached to its possession by both the Federals and Confederates, and the former often attempted its reduction. The obstinacy however, with which it was defended, may be seen in the remains of the strong line of earthworks thrown up around it, and it was only surrendered after General Lee evacuated Petersburg in 1865. To prevent the tobacco warehouses and public stores from falling into the hands of the Federals, they, together with the bridges over the James River, were destroyed by fire. In this manner a considerable portion of the city was burned; but directly after the cessation of hostilities, the work of rebuilding commenced, and Richmond now presents but few tokens of the conflagration, and is rapidly regaining its former prosperity. The city, which is laid out with great regularity, is built on two eminences called Richmond Hill and Shocktoe Hill, separated by the Shocktoe Creek. Crowning the summit of the latter of these hills, and standing within a small park of some eight acres, is the State Capitol, a fine edifice with a portico supported on Ionic columns, the design for which is said to have been furnished by Thomas Jefferson, after that of the Maison Carrée , at Nismes, in France. Within this building is a life-size marble statue of Washington, erected by the Legislative Assembly of Virginia. Richmond contains some good public buildings, the best and most prominent being the City Hall, and the Custom House and Post Office, both of which are handsome structures. There are also several buildings, to which much interest attaches, from having been prominently connected with the late Civil War. Such are the Brockenbrough House, formerly the residence of Jefferson Davis when President of the Southern Confederacy, and the Libby and Castle Thunder Prisons, in which so many Northern prisoners languished in confinement.",278-80,,,Library of Congress,https://tile.loc.gov/storage-services/service/gdc/lhbtn/01890/01890.pdf
